Date,open,high,low,close,volume,dividends,stock splits,returns,vol_30d,vol_252d,sma_50,sma_200,regime
1993-01-14 00:00:00-05:00,3263.60009765625,3279.22998046875,3251.1298828125,3267.89990234375,36150000,0.0,0.0,0.0013175035417445358,0.07723400731895455,0.10210960161703195,3273.577197265625,3296.6572998046877,1
1993-01-15 00:00:00-05:00,3267.89990234375,3285.169921875,3258.159912109375,3271.10009765625,39270000,0.0,0.0,0.0009792819266603026,0.07702513856738613,0.10200516299934974,3273.94919921875,3296.7663000488283,1
1993-01-18 00:00:00-05:00,3271.10009765625,3275.719970703125,3263.02001953125,3274.89990234375,23030000,0.0,0.0,0.001161628985374863,0.07663326108893702,0.10195428383746734,3274.987197265625,3296.970299072266,1
1993-01-19 00:00:00-05:00,3274.89990234375,3283.280029296875,3254.3701171875,3256.0,35680000,0.0,0.0,-0.005771138937780584,0.07755423373322283,0.10168059040282883,3275.2311962890626,3297.004798583984,1
1993-01-20 00:00:00-05:00,3256.0,3264.10009765625,3240.60009765625,3242.0,26680000,0.0,0.0,-0.004299754299754266,0.07624313420753061,0.10127678331990018,3275.2691943359373,3296.837298583984,1
1993-01-21 00:00:00-05:00,3242.0,3257.6201171875,3231.949951171875,3253.0,27040000,0.0,0.0,0.0033929673041332986,0.07565511697366997,0.10093388863921991,3275.5111962890624,3297.034298095703,1
1993-01-22 00:00:00-05:00,3253.0,3267.340087890625,3250.050048828125,3256.800048828125,30760000,0.0,0.0,0.001168167484821625,0.07577361197031018,0.100923265489398,3276.137197265625,3297.411298828125,1
1993-01-25 00:00:00-05:00,3257.89990234375,3294.89990234375,3257.889892578125,3292.199951171875,35840000,0.0,0.0,0.010869535069089498,0.08227587764160077,0.10147488941869877,3277.1751953125,3297.7472985839845,1
1993-01-26 00:00:00-05:00,3292.199951171875,3320.02001953125,3291.659912109375,3299.0,47430000,0.0,0.0,0.002065502985535428,0.08223953410613619,0.10103274878634898,3278.3591943359374,3297.9652990722657,1
1993-01-27 00:00:00-05:00,3299.0,3301.64990234375,3274.909912109375,3291.39990234375,32270000,0.0,0.0,-0.0023037580043194783,0.08183593835745553,0.10001528913534266,3279.5271923828127,3298.0727990722658,1
1993-01-28 00:00:00-05:00,3291.39990234375,3308.409912109375,3289.77001953125,3306.300048828125,27930000,0.0,0.0,0.004526993658158895,0.08253534373438193,0.09992861364152586,3281.5391943359373,3298.073798828125,1
1993-01-29 00:00:00-05:00,3306.300048828125,3315.159912109375,3298.949951171875,3310.0,22060000,0.0,0.0,0.001119060919224868,0.07788641269741454,0.09970559958854548,3283.873193359375,3297.8547985839846,1
1993-02-01 00:00:00-05:00,3310.0,3332.449951171875,3309.489990234375,3332.199951171875,27910000,0.0,0.0,0.006706933888783961,0.07918969420117816,0.09987197112591363,3286.3691943359377,3297.6832983398435,1
1993-02-02 00:00:00-05:00,3332.199951171875,3334.8798828125,3318.669921875,3328.699951171875,27290000,0.0,0.0,-0.001050357136812563,0.06929630750465739,0.0991700402847987,3288.753193359375,3297.6452978515626,1
